Timestamp,Flow (SLPM),Total (NCM),Temperature (°C)
2025-12-03 08:52:20,0.00,0.000,25.0
2025-12-03 08:52:22,0.00,0.000,25.0
2025-12-03 08:52:23,0.00,0.000,25.0
2025-12-03 08:52:24,0.00,0.000,25.0
2025-12-03 08:52:25,0.00,0.000,25.0
2025-12-03 08:52:26,0.00,0.000,25.0
2025-12-03 08:52:27,0.00,0.000,25.0
2025-12-03 08:52:28,0.00,0.000,25.0
2025-12-03 08:52:29,0.00,0.000,25.0
2025-12-03 08:52:31,0.00,0.000,25.0
2025-12-03 08:52:32,0.00,0.000,25.0
2025-12-03 08:52:33,0.00,0.000,25.0
2025-12-03 08:52:34,0.00,0.000,25.0
2025-12-03 08:52:35,0.00,0.000,25.0
2025-12-03 08:52:36,0.00,0.000,25.0
2025-12-03 08:52:37,0.00,0.000,25.0
2025-12-03 08:52:39,0.00,0.000,25.0
2025-12-03 08:52:40,0.00,0.000,25.0
2025-12-03 08:52:41,0.00,0.000,25.0
2025-12-03 08:52:42,0.00,0.000,25.0
2025-12-03 08:52:43,0.00,0.000,25.0
2025-12-03 08:52:44,0.00,0.000,25.0
2025-12-03 08:52:45,0.00,0.000,25.0
2025-12-03 08:52:46,0.00,0.000,25.0
2025-12-03 08:52:48,0.00,0.000,25.0
2025-12-03 08:52:49,0.00,0.000,25.0
2025-12-03 08:52:50,0.00,0.000,25.0
2025-12-03 08:52:51,0.00,0.000,25.0
2025-12-03 08:52:52,0.00,0.000,25.0
2025-12-03 08:52:53,0.00,0.000,25.0
2025-12-03 08:52:54,0.00,0.000,25.0
2025-12-03 08:52:55,0.00,0.000,25.0
2025-12-03 08:52:57,0.00,0.000,25.0
2025-12-03 08:52:58,0.00,0.000,25.0
2025-12-03 08:52:59,0.00,0.000,25.0
2025-12-03 08:53:00,0.00,0.000,25.0
2025-12-03 08:53:01,0.00,0.000,25.0
2025-12-03 08:53:02,0.00,0.000,25.0
2025-12-03 08:53:03,0.00,0.000,25.0
2025-12-03 08:53:05,0.00,0.000,25.0
2025-12-03 08:53:06,0.00,0.000,25.0
2025-12-03 08:53:07,0.00,0.000,25.0
2025-12-03 08:53:08,0.00,0.000,25.0
2025-12-03 08:53:09,0.00,0.000,25.0
2025-12-03 08:53:10,0.00,0.000,25.0
2025-12-03 08:53:11,0.00,0.000,25.0
2025-12-03 08:53:12,0.00,0.000,25.0
2025-12-03 08:53:14,0.00,0.000,25.0
2025-12-03 08:53:15,0.00,0.000,25.0
2025-12-03 08:53:16,0.00,0.000,25.0
2025-12-03 08:53:17,0.00,0.000,25.0
2025-12-03 08:53:18,0.00,0.000,25.0
2025-12-03 08:53:19,0.00,0.000,25.0
2025-12-03 08:53:20,0.00,0.000,25.0
2025-12-03 08:53:21,0.00,0.000,25.0
2025-12-03 08:53:23,0.00,0.000,25.0
2025-12-03 08:53:24,0.00,0.000,25.0
2025-12-03 08:53:25,0.00,0.000,25.0
2025-12-03 08:53:26,0.00,0.000,25.0
2025-12-03 08:53:27,0.00,0.000,25.0
2025-12-03 08:53:28,0.00,0.000,25.0
2025-12-03 08:53:29,0.00,0.000,25.0
2025-12-03 08:53:31,0.00,0.000,25.0
2025-12-03 08:53:32,0.00,0.000,25.0
2025-12-03 08:53:33,0.00,0.000,25.0
2025-12-03 08:53:34,0.00,0.000,25.0
2025-12-03 08:53:35,0.00,0.000,25.0
2025-12-03 08:53:36,0.00,0.000,25.0
2025-12-03 08:53:37,0.00,0.000,25.0
2025-12-03 08:53:38,0.00,0.000,25.0
2025-12-03 08:53:40,0.00,0.000,25.0
2025-12-03 08:53:41,0.00,0.000,25.0
2025-12-03 08:53:42,0.00,0.000,25.0
2025-12-03 08:53:43,0.00,0.000,25.0
2025-12-03 08:53:44,0.00,0.000,25.0
2025-12-03 08:53:45,0.00,0.000,25.0
2025-12-03 08:53:46,0.00,0.000,25.0
2025-12-03 08:53:47,0.00,0.000,25.0
2025-12-03 08:53:49,0.00,0.000,25.0
2025-12-03 08:53:50,0.00,0.000,25.0
2025-12-03 08:53:51,0.00,0.000,25.0
2025-12-03 08:53:52,0.00,0.000,25.0
2025-12-03 08:53:53,0.00,0.000,25.0
2025-12-03 08:53:54,0.00,0.000,25.0
2025-12-03 08:53:55,0.00,0.000,25.0
2025-12-03 08:53:57,0.00,0.000,25.0
2025-12-03 08:53:58,0.00,0.000,25.0
2025-12-03 08:53:59,0.00,0.000,25.0
2025-12-03 08:54:00,0.00,0.000,25.0
2025-12-03 08:54:01,0.00,0.000,25.0
2025-12-03 08:54:02,0.00,0.000,25.0
2025-12-03 08:54:03,0.00,0.000,25.0
2025-12-03 08:54:04,0.00,0.000,25.0
2025-12-03 08:54:06,0.00,0.000,25.0
2025-12-03 08:54:07,0.00,0.000,25.0
2025-12-03 08:54:08,0.00,0.000,25.0
2025-12-03 08:54:09,0.00,0.000,25.0
2025-12-03 08:54:10,0.00,0.000,25.0
2025-12-03 08:54:11,0.00,0.000,25.0
2025-12-03 08:54:12,0.00,0.000,25.0
2025-12-03 08:54:13,0.00,0.000,25.0
2025-12-03 08:54:15,0.00,0.000,25.0
2025-12-03 08:54:16,0.00,0.000,25.0
2025-12-03 08:54:17,0.00,0.000,25.0
2025-12-03 08:54:18,0.00,0.000,25.0
2025-12-03 08:54:19,0.00,0.000,25.0
2025-12-03 08:54:20,0.00,0.000,25.0
2025-12-03 08:54:21,0.00,0.000,25.0
2025-12-03 08:54:23,0.00,0.000,25.0
2025-12-03 08:54:24,0.00,0.000,25.0
2025-12-03 08:54:25,0.00,0.000,25.0
2025-12-03 08:54:26,0.00,0.000,25.0
2025-12-03 08:54:27,0.00,0.000,25.0
2025-12-03 08:54:28,0.00,0.000,25.0
2025-12-03 08:54:29,0.00,0.000,25.0
2025-12-03 08:54:31,0.00,0.000,25.0
2025-12-03 08:54:32,0.00,0.000,25.0
2025-12-03 08:54:33,0.00,0.000,25.0
2025-12-03 08:54:34,0.00,0.000,25.0
2025-12-03 08:54:35,0.00,0.000,25.0
2025-12-03 08:54:36,0.00,0.000,25.0
2025-12-03 08:54:37,0.00,0.000,25.0
2025-12-03 08:54:39,0.00,0.000,25.0
2025-12-03 08:54:40,0.00,0.000,25.0
2025-12-03 08:54:41,0.00,0.000,25.0
2025-12-03 08:54:42,0.00,0.000,25.0
2025-12-03 08:54:43,0.00,0.000,25.0
2025-12-03 08:54:44,0.00,0.000,25.0
2025-12-03 08:54:45,0.00,0.000,25.0
2025-12-03 08:54:46,0.00,0.000,25.0
2025-12-03 08:54:48,0.00,0.000,25.0
2025-12-03 08:54:49,0.00,0.000,25.0
2025-12-03 08:54:50,0.00,0.000,25.0
2025-12-03 08:54:51,0.00,0.000,25.0
2025-12-03 08:54:52,0.00,0.000,25.0
2025-12-03 08:54:53,0.00,0.000,25.0
2025-12-03 08:54:54,0.00,0.000,25.0
2025-12-03 08:54:56,0.00,0.000,25.0
2025-12-03 08:54:57,0.00,0.000,25.0
2025-12-03 08:54:58,0.00,0.000,25.0
2025-12-03 08:54:59,0.00,0.000,25.0
2025-12-03 08:55:00,0.00,0.000,25.0
2025-12-03 08:55:01,0.00,0.000,25.0
2025-12-03 08:55:02,0.00,0.000,25.0
2025-12-03 08:55:03,0.00,0.000,25.0
2025-12-03 08:55:04,0.00,0.000,25.0
2025-12-03 08:55:05,0.00,0.000,25.0
2025-12-03 08:55:07,0.00,0.000,25.0
2025-12-03 08:55:08,0.00,0.000,25.0
2025-12-03 08:55:09,0.00,0.000,25.0
2025-12-03 08:55:10,0.00,0.000,25.0
2025-12-03 08:55:11,0.00,0.000,25.0
2025-12-03 08:55:12,0.00,0.000,25.0
2025-12-03 08:55:13,0.00,0.000,25.0
2025-12-03 08:55:14,0.00,0.000,25.0
2025-12-03 08:55:16,0.00,0.000,25.0
2025-12-03 08:55:17,0.00,0.000,25.0
2025-12-03 08:55:18,0.00,0.000,25.0
2025-12-03 08:55:19,0.00,0.000,25.0
2025-12-03 08:55:20,0.00,0.000,25.0
2025-12-03 08:55:21,0.00,0.000,25.0
2025-12-03 08:55:22,0.00,0.000,25.0
2025-12-03 08:55:23,0.00,0.000,25.0
2025-12-03 08:55:25,0.00,0.000,25.0
2025-12-03 08:55:26,0.00,0.000,25.0
2025-12-03 08:55:27,0.00,0.000,25.0
2025-12-03 08:55:28,0.00,0.000,25.0
2025-12-03 08:55:29,0.00,0.000,25.0
2025-12-03 08:55:30,0.00,0.000,25.0
2025-12-03 08:55:31,0.00,0.000,25.0
2025-12-03 08:55:32,0.00,0.000,25.0
2025-12-03 08:55:33,0.00,0.000,25.0
2025-12-03 08:55:35,0.00,0.000,25.0
2025-12-03 08:55:36,0.00,0.000,25.0
2025-12-03 08:55:37,0.00,0.000,25.0
2025-12-03 08:55:38,0.00,0.000,25.0
2025-12-03 08:55:39,0.00,0.000,25.0
2025-12-03 08:55:40,0.00,0.000,25.0
2025-12-03 08:55:41,0.00,0.000,25.0
2025-12-03 08:55:42,0.00,0.000,25.0
2025-12-03 08:55:43,0.00,0.000,25.0
2025-12-03 08:55:44,0.00,0.000,25.0
2025-12-03 08:55:45,0.00,0.000,25.0
2025-12-03 08:55:47,0.00,0.000,25.0
2025-12-03 08:55:48,0.00,0.000,25.0
2025-12-03 08:55:49,0.00,0.000,25.0
2025-12-03 08:55:50,0.00,0.000,25.0
2025-12-03 08:55:51,0.00,0.000,25.0
2025-12-03 09:01:00,5.32,0.005,23.9
2025-12-03 09:01:01,5.11,0.010,23.9
2025-12-03 09:01:02,5.84,0.016,23.9
2025-12-03 09:01:03,5.11,0.021,23.9
2025-12-03 09:01:04,5.33,0.027,23.9
2025-12-03 09:01:05,4.96,0.032,25.1
2025-12-03 09:01:06,5.51,0.037,25.1
2025-12-03 09:01:07,0.00,0.000,25.0
2025-12-03 09:01:08,0.00,0.000,25.0
2025-12-03 09:01:09,0.00,0.000,25.0
2025-12-03 09:01:10,0.00,0.000,25.0
2025-12-03 09:01:11,0.00,0.000,25.0
2025-12-03 09:01:12,0.00,0.000,25.0
2025-12-03 09:01:13,0.00,0.000,25.0
2025-12-03 09:01:14,0.00,0.000,25.0
2025-12-03 09:01:15,0.00,0.000,25.0
2025-12-03 09:01:16,0.00,0.000,25.0
2025-12-03 09:01:17,0.00,0.000,25.0
2025-12-03 09:01:18,0.00,0.000,25.0
2025-12-03 09:01:19,0.00,0.000,25.0
2025-12-03 09:01:20,0.00,0.000,25.0
2025-12-03 09:01:21,0.00,0.000,25.0
2025-12-03 09:01:22,0.00,0.000,25.0
2025-12-03 09:01:23,0.00,0.000,25.0
2025-12-03 09:01:24,0.00,0.000,25.0
2025-12-03 09:01:25,0.00,0.000,25.0
2025-12-03 09:01:26,0.00,0.000,25.0
2025-12-03 09:01:27,0.00,0.000,25.0
2025-12-03 09:01:28,0.00,0.000,25.0
2025-12-03 09:01:29,0.00,0.000,25.0
2025-12-03 09:01:30,0.00,0.000,25.0
2025-12-03 09:01:31,0.00,0.000,25.0
2025-12-03 09:01:32,0.00,0.000,25.0
2025-12-03 09:01:33,0.00,0.000,25.0
2025-12-03 09:01:34,0.00,0.000,25.0
2025-12-03 09:01:35,0.00,0.000,25.0
2025-12-03 09:01:36,0.00,0.000,25.0
2025-12-03 09:01:38,0.00,0.000,25.0
2025-12-03 09:01:40,0.00,0.000,25.0
2025-12-03 09:01:42,0.00,0.000,25.0
2025-12-03 09:01:44,0.00,0.000,25.0
2025-12-03 09:01:46,0.00,0.000,25.0
2025-12-03 09:01:48,0.00,0.000,25.0
2025-12-03 09:01:50,0.00,0.000,25.0
2025-12-03 09:01:52,0.00,0.000,25.0
2025-12-03 09:01:54,0.00,0.000,25.0
2025-12-03 09:01:56,0.00,0.000,25.0
2025-12-03 09:01:58,0.00,0.000,25.0
2025-12-03 09:02:01,0.00,0.000,25.0
2025-12-03 09:02:03,0.00,0.000,25.0
2025-12-03 09:02:05,0.00,0.000,25.0
2025-12-03 09:02:07,0.00,0.000,25.0
2025-12-03 09:02:09,0.00,0.000,25.0
2025-12-03 09:02:11,0.00,0.000,25.0
2025-12-03 09:02:13,0.00,0.000,25.0
2025-12-03 09:02:15,0.00,0.000,25.0
2025-12-03 09:02:17,0.00,0.000,25.0
2025-12-03 09:02:19,0.00,0.000,25.0
2025-12-03 09:02:21,0.00,0.000,25.0
2025-12-03 09:02:23,0.00,0.000,25.0
2025-12-03 09:02:26,0.00,0.000,25.0
2025-12-03 09:02:28,0.00,0.000,25.0
2025-12-03 09:02:30,0.00,0.000,25.0
2025-12-03 09:02:32,0.00,0.000,25.0
2025-12-03 09:02:34,0.00,0.000,25.0
2025-12-03 09:02:36,0.00,0.000,25.0
2025-12-03 09:02:38,0.00,0.000,25.0
2025-12-03 09:02:40,0.00,0.000,25.0
2025-12-03 09:02:42,0.00,0.000,25.0
2025-12-03 09:02:44,0.00,0.000,25.0
2025-12-03 09:02:46,0.00,0.000,25.0
2025-12-03 09:02:48,0.00,0.000,25.0
2025-12-03 09:02:51,0.00,0.000,25.0
2025-12-03 09:02:53,0.00,0.000,25.0
2025-12-03 09:02:55,0.00,0.000,25.0
2025-12-03 09:02:57,0.00,0.000,25.0
2025-12-03 09:02:59,0.00,0.000,25.0
2025-12-03 09:03:01,0.00,0.000,25.0
2025-12-03 09:03:03,0.00,0.000,25.0
2025-12-03 09:03:04,0.00,0.000,25.0
2025-12-03 09:03:05,0.00,0.000,25.0
2025-12-03 09:03:06,0.00,0.000,25.0
2025-12-03 09:03:07,0.00,0.000,25.0
2025-12-03 09:03:08,0.00,0.000,25.0
2025-12-03 09:03:09,0.00,0.000,25.0
2025-12-03 09:03:10,0.00,0.000,25.0
2025-12-03 09:03:11,0.00,0.000,25.0
2025-12-03 09:03:12,0.00,0.000,25.0
2025-12-03 09:03:13,0.00,0.000,25.0
2025-12-03 09:03:14,0.00,0.000,25.0
2025-12-03 09:03:15,0.00,0.000,25.0
2025-12-03 09:03:16,0.00,0.000,25.0
2025-12-03 09:03:17,0.00,0.000,25.0
2025-12-03 09:03:18,0.00,0.000,25.0
2025-12-03 09:03:19,0.00,0.000,25.0
2025-12-03 09:03:20,0.00,0.000,25.0
2025-12-03 09:03:21,0.00,0.000,25.0
2025-12-03 09:03:22,0.00,0.000,25.0
2025-12-03 09:03:23,0.00,0.000,25.0
2025-12-03 09:03:24,0.00,0.000,25.0
2025-12-03 09:03:25,0.00,0.000,25.0
2025-12-03 09:03:26,0.00,0.000,25.0
2025-12-03 09:03:27,0.00,0.000,25.0
2025-12-03 09:03:28,0.00,0.000,25.0
2025-12-03 09:03:29,0.00,0.000,25.0
2025-12-03 09:03:30,0.00,0.000,25.0
2025-12-03 09:03:31,0.00,0.000,25.0
2025-12-03 09:03:33,0.00,0.000,25.0
2025-12-03 09:03:34,0.00,0.000,25.0
2025-12-03 09:03:35,0.00,0.000,25.0
2025-12-03 09:03:36,0.00,0.000,25.0
2025-12-03 09:03:37,0.00,0.000,25.0
2025-12-03 09:03:38,0.00,0.000,25.0
2025-12-03 09:03:39,0.00,0.000,25.0
2025-12-03 09:03:40,0.00,0.000,25.0
2025-12-03 09:03:41,0.00,0.000,25.0
2025-12-03 09:03:42,0.00,0.000,25.0
2025-12-03 09:03:43,0.00,0.000,25.0
2025-12-03 09:03:44,0.00,0.000,25.0
2025-12-03 09:03:45,0.00,0.000,25.0
2025-12-03 09:03:46,0.00,0.000,25.0
2025-12-03 09:03:47,0.00,0.000,25.0
2025-12-03 09:03:48,0.00,0.000,25.0
2025-12-03 09:03:49,0.00,0.000,25.0
2025-12-03 09:03:50,0.00,0.000,25.0
2025-12-03 09:03:51,0.00,0.000,25.0
2025-12-03 09:03:52,0.00,0.000,25.0
2025-12-03 09:03:53,0.00,0.000,25.0
2025-12-03 09:03:54,0.00,0.000,25.0
2025-12-03 09:03:56,0.00,0.000,25.0
2025-12-03 09:03:57,0.00,0.000,25.0
2025-12-03 09:03:58,0.00,0.000,25.0
2025-12-03 09:03:59,0.00,0.000,25.0
2025-12-03 09:04:00,0.00,0.000,25.0
2025-12-03 09:04:01,0.00,0.000,25.0
2025-12-03 09:04:02,0.00,0.000,25.0
2025-12-03 09:04:03,0.00,0.000,25.0
2025-12-03 09:04:04,0.00,0.000,25.0
2025-12-03 09:04:05,0.00,0.000,25.0
2025-12-03 09:04:06,0.00,0.000,25.0
2025-12-03 09:04:07,0.00,0.000,25.0
2025-12-03 09:04:08,0.00,0.000,25.0
2025-12-03 09:04:09,0.00,0.000,25.0
2025-12-03 09:04:10,0.00,0.000,25.0
2025-12-03 09:04:11,0.00,0.000,25.0
2025-12-03 09:04:12,0.00,0.000,25.0
2025-12-03 09:04:13,0.00,0.000,25.0
2025-12-03 09:04:14,0.00,0.000,25.0
2025-12-03 09:04:15,0.00,0.000,25.0
2025-12-03 09:04:17,0.00,0.000,25.0
2025-12-03 09:04:18,0.00,0.000,25.0
2025-12-03 09:04:19,0.00,0.000,25.0
2025-12-03 09:04:20,0.00,0.000,25.0
2025-12-03 09:04:21,0.00,0.000,25.0
2025-12-03 09:04:22,0.00,0.000,25.0
2025-12-03 09:04:23,0.00,0.000,25.0
2025-12-03 09:04:24,0.00,0.000,25.0
2025-12-03 09:04:25,0.00,0.000,25.0
2025-12-03 09:04:26,0.00,0.000,25.0
2025-12-03 09:04:27,0.00,0.000,25.0
2025-12-03 09:04:28,0.00,0.000,25.0
2025-12-03 09:04:29,0.00,0.000,25.0
2025-12-03 09:04:30,0.00,0.000,25.0
2025-12-03 09:04:31,0.00,0.000,25.0
2025-12-03 09:04:32,0.00,0.000,25.0
2025-12-03 09:04:33,0.00,0.000,25.0
2025-12-03 09:04:34,0.00,0.000,25.0
2025-12-03 09:04:35,0.00,0.000,25.0
2025-12-03 09:04:36,0.00,0.000,25.0
2025-12-03 09:04:37,0.00,0.000,25.0
2025-12-03 09:04:38,0.00,0.000,25.0
2025-12-03 09:04:39,0.00,0.000,25.0
2025-12-03 09:04:41,0.00,0.000,25.0
2025-12-03 09:04:42,0.00,0.000,25.0
2025-12-03 09:04:43,0.00,0.000,25.0
2025-12-03 09:04:44,0.00,0.000,25.0
2025-12-03 09:04:45,0.00,0.000,25.0
2025-12-03 09:04:46,0.00,0.000,25.0
2025-12-03 09:04:47,0.00,0.000,25.0
2025-12-03 09:04:48,0.00,0.000,25.0
2025-12-03 09:04:49,0.00,0.000,25.0
2025-12-03 09:04:50,0.00,0.000,25.0
2025-12-03 09:04:51,0.00,0.000,25.0
2025-12-03 09:04:52,0.00,0.000,25.0
2025-12-03 09:04:53,0.00,0.000,25.0
2025-12-03 09:04:54,0.00,0.000,25.0
2025-12-03 09:04:55,0.00,0.000,25.0
2025-12-03 09:04:56,0.00,0.000,25.0
2025-12-03 09:04:57,0.00,0.000,25.0
2025-12-03 09:04:58,0.00,0.000,25.0
2025-12-03 09:04:59,0.00,0.000,25.0
2025-12-03 09:05:00,0.00,0.000,25.0
2025-12-03 09:05:02,0.00,0.000,25.0
2025-12-03 09:05:03,0.00,0.000,25.0
2025-12-03 09:05:04,0.00,0.000,25.0
2025-12-03 09:05:05,0.00,0.000,25.0
2025-12-03 09:05:06,0.00,0.000,25.0
2025-12-03 09:05:07,0.00,0.000,25.0
2025-12-03 09:05:08,0.00,0.000,25.0
2025-12-03 09:05:09,0.00,0.000,25.0
2025-12-03 09:05:10,0.00,0.000,25.0
2025-12-03 09:05:11,0.00,0.000,25.0
2025-12-03 09:05:12,0.00,0.000,25.0
2025-12-03 09:05:13,0.00,0.000,25.0
2025-12-03 09:05:14,0.00,0.000,25.0
2025-12-03 09:05:15,0.00,0.000,25.0
2025-12-03 09:05:16,0.00,0.000,25.0
2025-12-03 09:05:17,0.00,0.000,25.0
2025-12-03 09:05:18,0.00,0.000,25.0
2025-12-03 09:05:19,0.00,0.000,25.0
2025-12-03 09:05:20,0.00,0.000,25.0
2025-12-03 09:05:21,0.00,0.000,25.0
2025-12-03 09:05:22,0.00,0.000,25.0
2025-12-03 09:05:23,0.00,0.000,25.0
2025-12-03 09:05:25,0.00,0.000,25.0
2025-12-03 09:05:26,0.00,0.000,25.0
2025-12-03 09:05:27,0.00,0.000,25.0
2025-12-03 09:05:28,0.00,0.000,25.0
2025-12-03 09:05:29,0.00,0.000,25.0
2025-12-03 09:05:30,0.00,0.000,25.0
2025-12-03 09:05:31,0.00,0.000,25.0
2025-12-03 09:05:32,0.00,0.000,25.0
2025-12-03 09:05:33,0.00,0.000,25.0
2025-12-03 09:05:34,0.00,0.000,25.0
2025-12-03 09:05:35,0.00,0.000,25.0
2025-12-03 09:05:36,0.00,0.000,25.0
2025-12-03 09:05:37,0.00,0.000,25.0
2025-12-03 09:05:38,0.00,0.000,25.0
2025-12-03 09:05:39,0.00,0.000,25.0
2025-12-03 09:05:40,0.00,0.000,25.0
2025-12-03 09:05:41,0.00,0.000,25.0
2025-12-03 09:05:42,0.00,0.000,25.0
2025-12-03 09:05:43,0.00,0.000,25.0
2025-12-03 09:05:44,0.00,0.000,25.0
2025-12-03 09:05:45,0.00,0.000,25.0
2025-12-03 09:05:47,0.00,0.000,25.0
2025-12-03 09:05:48,0.00,0.000,25.0
2025-12-03 09:05:49,0.00,0.000,25.0
2025-12-03 09:05:50,0.00,0.000,25.0
2025-12-03 09:05:51,0.00,0.000,25.0
2025-12-03 09:05:52,0.00,0.000,25.0
2025-12-03 09:05:53,0.00,0.000,25.0
2025-12-03 09:05:54,0.00,0.000,25.0
2025-12-03 09:05:55,0.00,0.000,25.0
2025-12-03 09:05:56,0.00,0.000,25.0
2025-12-03 09:05:57,0.00,0.000,25.0
2025-12-03 09:05:58,0.00,0.000,25.0
2025-12-03 09:05:59,0.00,0.000,25.0
2025-12-03 09:06:00,0.00,0.000,25.0
2025-12-03 09:06:01,0.00,0.000,25.0
2025-12-03 09:06:02,0.00,0.000,25.0
2025-12-03 09:06:03,0.00,0.000,25.0
2025-12-03 09:06:04,0.00,0.000,25.0
2025-12-03 09:06:05,0.00,0.000,25.0
2025-12-03 09:06:06,0.00,0.000,25.0
2025-12-03 09:06:07,0.00,0.000,25.0
2025-12-03 09:06:08,0.00,0.000,25.0
2025-12-03 09:06:10,0.00,0.000,25.0
2025-12-03 09:06:11,0.00,0.000,25.0
2025-12-03 09:06:12,0.00,0.000,25.0
2025-12-03 09:06:13,0.00,0.000,25.0
2025-12-03 09:06:14,0.00,0.000,25.0
2025-12-03 09:06:15,0.00,0.000,25.0
2025-12-03 09:06:16,0.00,0.000,25.0
2025-12-03 09:06:17,0.00,0.000,25.0
2025-12-03 09:06:18,2.61,0.040,25.1
2025-12-03 09:06:19,2.29,0.042,25.1
2025-12-03 09:06:20,1.61,0.044,25.1
2025-12-03 09:06:21,2.17,0.046,25.1
2025-12-03 09:06:22,1.96,0.048,25.1
2025-12-03 09:06:23,2.44,0.050,22.9
2025-12-03 09:06:24,1.77,0.052,22.9
2025-12-03 09:06:25,2.25,0.054,22.9
2025-12-03 09:06:26,2.53,0.057,22.9
2025-12-03 09:06:27,1.91,0.059,22.9
2025-12-03 09:06:28,1.92,0.061,24.3
2025-12-03 09:06:29,1.85,0.062,24.3
2025-12-03 09:06:30,2.58,0.065,24.3
2025-12-03 09:06:31,2.39,0.067,24.3
2025-12-03 09:06:33,1.77,0.069,24.3
2025-12-03 09:06:34,2.57,0.072,23.8
2025-12-03 09:06:35,1.78,0.074,23.8
2025-12-03 09:06:36,1.95,0.076,23.8
2025-12-03 09:06:37,1.99,0.078,23.8
2025-12-03 09:06:38,1.65,0.079,23.8
2025-12-03 09:06:39,2.46,0.082,25.0
2025-12-03 09:06:40,2.45,0.084,25.0
2025-12-03 09:06:41,2.79,0.087,25.0
2025-12-03 09:06:42,2.83,0.090,25.0
2025-12-03 09:06:43,2.25,0.092,25.0
2025-12-03 09:06:44,2.88,0.095,25.0
2025-12-03 09:06:45,2.81,0.098,25.0
2025-12-03 09:06:46,2.15,0.100,25.0
2025-12-03 09:06:47,2.58,0.102,25.0
2025-12-03 09:06:48,2.28,0.105,25.0
2025-12-03 09:06:49,2.45,0.107,24.5
2025-12-03 09:06:50,2.55,0.110,24.5
2025-12-03 09:06:51,2.60,0.112,24.5
2025-12-03 09:06:52,2.84,0.115,24.5
2025-12-03 09:06:53,2.68,0.118,24.5
2025-12-03 09:06:54,2.53,0.120,25.0
2025-12-03 09:06:56,3.60,0.124,25.0
2025-12-03 09:06:57,2.68,0.127,25.0
2025-12-03 09:06:58,2.96,0.130,25.0
2025-12-03 09:06:59,3.85,0.133,25.0
2025-12-03 09:07:00,3.60,0.137,24.9
2025-12-03 09:07:01,4.07,0.141,24.9
2025-12-03 09:07:02,3.84,0.145,24.9
2025-12-03 09:07:03,4.05,0.149,24.9
2025-12-03 09:07:04,3.52,0.152,24.9
2025-12-03 09:07:05,3.51,0.156,23.1
2025-12-03 09:07:06,3.66,0.160,23.1
2025-12-03 09:07:07,4.17,0.164,23.1
2025-12-03 09:07:08,3.89,0.168,23.1
2025-12-03 09:07:09,4.00,0.172,23.1
2025-12-03 09:07:10,4.66,0.176,23.4
2025-12-03 09:07:11,4.08,0.180,23.4
2025-12-03 09:07:12,4.75,0.185,23.4
2025-12-03 09:07:13,4.98,0.190,23.4
2025-12-03 09:07:14,4.69,0.195,23.4
2025-12-03 09:07:15,4.52,0.199,24.7
2025-12-03 09:07:16,5.29,0.205,24.7
2025-12-03 09:07:17,5.11,0.210,24.7
2025-12-03 09:07:19,5.52,0.215,24.7
2025-12-03 09:07:20,4.86,0.220,24.7
2025-12-03 09:07:21,5.06,0.225,23.8
2025-12-03 09:07:22,5.45,0.231,23.8
2025-12-03 09:07:23,5.18,0.236,23.8
2025-12-03 09:07:24,5.32,0.241,23.8
2025-12-03 09:07:25,5.28,0.246,23.8
2025-12-03 09:07:26,5.99,0.252,24.0
2025-12-03 09:07:27,6.07,0.258,24.0
2025-12-03 09:07:28,6.17,0.265,24.0
2025-12-03 09:07:29,6.82,0.271,24.0
2025-12-03 09:07:30,6.47,0.278,24.0
2025-12-03 09:07:31,6.23,0.284,24.1
2025-12-03 09:07:32,6.59,0.291,24.1
2025-12-03 09:07:33,6.40,0.297,24.1
2025-12-03 09:07:34,6.38,0.304,24.1
2025-12-03 09:07:35,7.28,0.311,24.1
2025-12-03 09:07:36,6.28,0.317,24.7
2025-12-03 09:07:37,6.38,0.323,24.7
2025-12-03 09:07:38,7.07,0.331,24.7
2025-12-03 09:07:39,6.71,0.337,24.7
2025-12-03 09:07:40,6.99,0.344,24.7
2025-12-03 09:07:41,7.10,0.351,22.9
2025-12-03 09:07:42,6.94,0.358,22.9
2025-12-03 09:07:44,7.67,0.366,22.9
2025-12-03 09:07:45,7.08,0.373,22.9
2025-12-03 09:07:46,7.95,0.381,22.9
2025-12-03 09:07:47,7.80,0.389,23.7
2025-12-03 09:07:48,7.22,0.396,23.7
2025-12-03 09:07:49,8.11,0.404,23.7
2025-12-03 09:07:50,8.21,0.412,23.7
2025-12-03 09:07:51,7.95,0.420,23.7
2025-12-03 09:07:52,8.18,0.428,23.8
2025-12-03 09:07:53,8.27,0.437,23.8
2025-12-03 09:07:54,8.29,0.445,23.8
2025-12-03 09:07:55,7.70,0.453,23.8
2025-12-03 09:07:56,8.32,0.461,23.8
2025-12-03 09:07:57,7.43,0.468,22.9
2025-12-03 09:07:58,8.19,0.477,22.9
2025-12-03 09:07:59,8.01,0.485,22.9
2025-12-03 09:08:00,7.93,0.493,22.9
2025-12-03 09:08:01,7.47,0.500,22.9
2025-12-03 09:08:02,8.46,0.509,24.3
2025-12-03 09:08:03,7.42,0.516,24.3
2025-12-03 09:08:05,7.60,0.524,24.3
2025-12-03 09:08:06,8.50,0.532,24.3
2025-12-03 09:08:07,8.30,0.540,24.3
